27,28,Nan,Nan,Nan,Nan,Nan,Nan
27,29,32,Nan,Nan,Nan,Nan,Nan
2,37,Nan,Nan,Nan,Nan,Nan,Nan
0,3,18,35,Nan,Nan,Nan,Nan
0,16,Nan,Nan,Nan,Nan,Nan,Nan
1,19,Nan,Nan,Nan,Nan,Nan,Nan
1,26,Nan,Nan,Nan,Nan,Nan,Nan
25,Nan,Nan,Nan,Nan,Nan,Nan,Nan
20,43,45,Nan,Nan,Nan,Nan,Nan
4,9,16,28,31,47,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
16,22,32,45,Nan,Nan,Nan,Nan
7,11,21,37,45,Nan,Nan,Nan
31,Nan,Nan,Nan,Nan,Nan,Nan,Nan
9,16,32,35,36,45,Nan,Nan
3,15,18,25,35,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
2,5,12,28,36,Nan,Nan,Nan
5,22,31,41,Nan,Nan,Nan,Nan
43,Nan,Nan,Nan,Nan,Nan,Nan,Nan
15,21,30,Nan,Nan,Nan,Nan,Nan
0,Nan,Nan,Nan,Nan,Nan,Nan,Nan
4,28,43,44,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
14,37,44,Nan,Nan,Nan,Nan,Nan
5,22,41,47,Nan,Nan,Nan,Nan
16,32,39,45,Nan,Nan,Nan,Nan
2,35,Nan,Nan,Nan,Nan,Nan,Nan
5,22,47,48,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
12,17,30,32,33,38,Nan,Nan
7,16,32,45,Nan,Nan,Nan,Nan
3,18,35,44,Nan,Nan,Nan,Nan
2,21,24,Nan,Nan,Nan,Nan,Nan
9,16,23,30,Nan,Nan,Nan,Nan
1,9,23,Nan,Nan,Nan,Nan,Nan
24,27,28,Nan,Nan,Nan,Nan,Nan
25,32,38,43,Nan,Nan,Nan,Nan
18,Nan,Nan,Nan,Nan,Nan,Nan,Nan
1,10,16,21,31,40,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan
4,6,9,15,23,27,38,Nan
3,20,27,28,47,Nan,Nan,Nan
14,15,44,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
8,12,31,35,36,Nan,Nan,Nan
18,39,Nan,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
0,2,4,9,10,20,47,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
2,10,21,29,42,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
7,12,18,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
26,33,42,Nan,Nan,Nan,Nan,Nan
10,18,20,26,41,48,Nan,Nan
10,39,Nan,Nan,Nan,Nan,Nan,Nan
7,15,33,49,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
13,14,20,28,33,Nan,Nan,Nan
1,27,28,30,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
10,44,Nan,Nan,Nan,Nan,Nan,Nan
25,27,38,40,Nan,Nan,Nan,Nan
0,23,41,Nan,Nan,Nan,Nan,Nan
2,15,26,31,39,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
5,23,26,33,42,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
3,4,7,28,39,Nan,Nan,Nan
1,24,26,34,46,Nan,Nan,Nan
7,14,32,Nan,Nan,Nan,Nan,Nan
1,11,25,38,48,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
1,10,11,16,17,35,Nan,Nan
3,29,31,33,Nan,Nan,Nan,Nan
8,21,32,Nan,Nan,Nan,Nan,Nan
2,10,18,Nan,Nan,Nan,Nan,Nan
33,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,11,20,40,Nan,Nan,Nan,Nan
7,15,47,49,Nan,Nan,Nan,Nan
40,45,46,Nan,Nan,Nan,Nan,Nan
4,5,11,21,Nan,Nan,Nan,Nan
2,14,21,44,Nan,Nan,Nan,Nan
1,Nan,Nan,Nan,Nan,Nan,Nan,Nan
26,38,39,49,Nan,Nan,Nan,Nan
4,9,27,28,33,46,Nan,Nan
7,33,42,Nan,Nan,Nan,Nan,Nan
4,14,25,Nan,Nan,Nan,Nan,Nan
5,32,Nan,Nan,Nan,Nan,Nan,Nan
24,27,28,Nan,Nan,Nan,Nan,Nan
13,22,45,49,Nan,Nan,Nan,Nan
7,15,Nan,Nan,Nan,Nan,Nan,Nan
0,5,32,Nan,Nan,Nan,Nan,Nan
39,41,47,49,Nan,Nan,Nan,Nan
13,26,37,Nan,Nan,Nan,Nan,Nan
7,15,25,49,Nan,Nan,Nan,Nan
15,23,Nan,Nan,Nan,Nan,Nan,Nan
0,3,27,28,Nan,Nan,Nan,Nan
11,47,Nan,Nan,Nan,Nan,Nan,Nan
7,17,28,Nan,Nan,Nan,Nan,Nan
22,26,42,Nan,Nan,Nan,Nan,Nan
7,11,15,18,20,39,45,46
16,32,45,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
0,14,21,27,46,Nan,Nan,Nan
3,20,35,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
1,16,22,29,31,32,45,Nan
9,45,Nan,Nan,Nan,Nan,Nan,Nan
16,19,22,29,43,48,Nan,Nan
0,3,18,35,39,Nan,Nan,Nan
15,41,47,Nan,Nan,Nan,Nan,Nan
10,15,35,Nan,Nan,Nan,Nan,Nan
17,21,27,29,47,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
4,20,32,49,Nan,Nan,Nan,Nan
15,25,28,Nan,Nan,Nan,Nan,Nan
7,33,36,42,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
12,Nan,Nan,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
15,33,36,42,47,48,49,Nan
4,9,20,36,39,Nan,Nan,Nan
32,48,Nan,Nan,Nan,Nan,Nan,Nan
4,9,17,Nan,Nan,Nan,Nan,Nan
8,10,27,28,33,34,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
3,7,18,35,Nan,Nan,Nan,Nan
6,26,35,38,Nan,Nan,Nan,Nan
23,24,33,42,Nan,Nan,Nan,Nan
29,34,Nan,Nan,Nan,Nan,Nan,Nan
19,33,42,Nan,Nan,Nan,Nan,Nan
10,14,24,26,34,Nan,Nan,Nan
1,33,Nan,Nan,Nan,Nan,Nan,Nan
6,27,28,Nan,Nan,Nan,Nan,Nan
13,16,32,39,Nan,Nan,Nan,Nan
21,22,46,Nan,Nan,Nan,Nan,Nan
15,19,33,42,47,Nan,Nan,Nan
3,18,35,36,Nan,Nan,Nan,Nan
1,22,Nan,Nan,Nan,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
19,35,Nan,Nan,Nan,Nan,Nan,Nan
15,20,24,31,Nan,Nan,Nan,Nan
3,8,17,Nan,Nan,Nan,Nan,Nan
11,26,28,Nan,Nan,Nan,Nan,Nan
5,33,42,Nan,Nan,Nan,Nan,Nan
11,33,42,Nan,Nan,Nan,Nan,Nan
28,42,Nan,Nan,Nan,Nan,Nan,Nan
0,5,42,44,Nan,Nan,Nan,Nan
14,25,40,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
4,9,11,38,Nan,Nan,Nan,Nan
4,9,13,20,34,Nan,Nan,Nan
27,28,29,Nan,Nan,Nan,Nan,Nan
2,24,25,30,41,45,47,49
11,32,35,Nan,Nan,Nan,Nan,Nan
9,17,22,23,49,Nan,Nan,Nan
3,36,39,46,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
16,32,Nan,Nan,Nan,Nan,Nan,Nan
2,12,19,31,36,48,Nan,Nan
4,9,44,Nan,Nan,Nan,Nan,Nan
15,44,Nan,Nan,Nan,Nan,Nan,Nan
12,34,Nan,Nan,Nan,Nan,Nan,Nan
1,14,31,44,49,Nan,Nan,Nan
0,2,19,46,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
7,8,14,41,Nan,Nan,Nan,Nan
1,12,17,32,Nan,Nan,Nan,Nan
14,36,44,Nan,Nan,Nan,Nan,Nan
1,12,13,16,19,39,Nan,Nan
4,6,Nan,Nan,Nan,Nan,Nan,Nan
7,14,44,Nan,Nan,Nan,Nan,Nan
11,23,Nan,Nan,Nan,Nan,Nan,Nan
0,2,41,46,48,Nan,Nan,Nan
14,44,45,Nan,Nan,Nan,Nan,Nan
3,18,35,44,Nan,Nan,Nan,Nan
12,Nan,Nan,Nan,Nan,Nan,Nan,Nan
40,42,48,Nan,Nan,Nan,Nan,Nan
7,12,18,26,Nan,Nan,Nan,Nan
0,25,33,42,Nan,Nan,Nan,Nan
5,22,31,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
7,10,15,20,41,49,Nan,Nan
0,16,21,32,33,36,45,49
17,29,47,Nan,Nan,Nan,Nan,Nan
2,3,25,38,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
13,20,Nan,Nan,Nan,Nan,Nan,Nan
4,7,8,9,28,32,46,49
12,14,44,Nan,Nan,Nan,Nan,Nan
23,24,Nan,Nan,Nan,Nan,Nan,Nan
26,38,45,Nan,Nan,Nan,Nan,Nan
1,10,13,21,33,Nan,Nan,Nan
26,38,45,Nan,Nan,Nan,Nan,Nan
1,12,13,25,30,33,35,41
33,42,Nan,Nan,Nan,Nan,Nan,Nan
24,37,Nan,Nan,Nan,Nan,Nan,Nan
25,33,40,48,Nan,Nan,Nan,Nan
11,14,27,44,48,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
16,27,32,45,Nan,Nan,Nan,Nan
1,31,Nan,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
5,7,31,36,46,47,Nan,Nan
5,22,48,Nan,Nan,Nan,Nan,Nan
0,15,26,46,Nan,Nan,Nan,Nan
3,37,Nan,Nan,Nan,Nan,Nan,Nan
0,18,35,39,Nan,Nan,Nan,Nan
40,42,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
24,28,31,Nan,Nan,Nan,Nan,Nan
9,16,45,47,Nan,Nan,Nan,Nan
6,7,15,41,49,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
14,28,37,44,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
2,14,44,Nan,Nan,Nan,Nan,Nan
28,39,45,Nan,Nan,Nan,Nan,Nan
4,9,17,19,38,39,Nan,Nan
9,17,Nan,Nan,Nan,Nan,Nan,Nan
8,14,36,38,43,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
4,14,37,Nan,Nan,Nan,Nan,Nan
6,45,Nan,Nan,Nan,Nan,Nan,Nan
0,26,45,Nan,Nan,Nan,Nan,Nan
12,19,21,38,Nan,Nan,Nan,Nan
22,33,Nan,Nan,Nan,Nan,Nan,Nan
4,9,12,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
17,32,49,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
2,14,16,30,44,Nan,Nan,Nan
3,18,20,28,35,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
5,16,19,22,26,47,Nan,Nan
4,5,8,31,41,49,Nan,Nan
7,15,23,27,49,Nan,Nan,Nan
10,14,40,Nan,Nan,Nan,Nan,Nan
7,15,Nan,Nan,Nan,Nan,Nan,Nan
22,31,34,46,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
0,46,Nan,Nan,Nan,Nan,Nan,Nan
3,7,15,18,28,49,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
14,36,44,Nan,Nan,Nan,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
11,18,35,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
9,14,44,Nan,Nan,Nan,Nan,Nan
2,24,29,Nan,Nan,Nan,Nan,Nan
18,35,Nan,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
17,22,29,47,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
4,5,9,29,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
15,17,29,37,47,Nan,Nan,Nan
8,18,27,40,Nan,Nan,Nan,Nan
19,34,Nan,Nan,Nan,Nan,Nan,Nan
1,19,32,Nan,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
14,44,48,Nan,Nan,Nan,Nan,Nan
4,34,47,Nan,Nan,Nan,Nan,Nan
24,34,36,44,Nan,Nan,Nan,Nan
28,29,32,47,Nan,Nan,Nan,Nan
25,26,29,40,Nan,Nan,Nan,Nan
8,33,41,45,Nan,Nan,Nan,Nan
5,35,40,Nan,Nan,Nan,Nan,Nan
22,Nan,Nan,Nan,Nan,Nan,Nan,Nan
7,31,37,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
8,25,33,41,42,Nan,Nan,Nan
15,21,32,Nan,Nan,Nan,Nan,Nan
12,19,22,Nan,Nan,Nan,Nan,Nan
14,38,Nan,Nan,Nan,Nan,Nan,Nan
1,5,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
0,34,40,Nan,Nan,Nan,Nan,Nan
13,37,43,Nan,Nan,Nan,Nan,Nan
2,31,Nan,Nan,Nan,Nan,Nan,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
42,Nan,Nan,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
2,24,30,33,42,Nan,Nan,Nan
1,12,15,26,40,Nan,Nan,Nan
4,9,14,Nan,Nan,Nan,Nan,Nan
3,27,33,Nan,Nan,Nan,Nan,Nan
3,11,27,28,32,42,Nan,Nan
4,8,37,42,Nan,Nan,Nan,Nan
12,17,27,28,46,Nan,Nan,Nan
32,49,Nan,Nan,Nan,Nan,Nan,Nan
34,42,43,Nan,Nan,Nan,Nan,Nan
8,14,18,37,44,Nan,Nan,Nan
17,18,20,26,29,47,Nan,Nan
3,Nan,Nan,Nan,Nan,Nan,Nan,Nan
27,28,31,Nan,Nan,Nan,Nan,Nan
0,46,Nan,Nan,Nan,Nan,Nan,Nan
1,2,38,Nan,Nan,Nan,Nan,Nan
7,11,37,Nan,Nan,Nan,Nan,Nan
0,14,21,25,34,Nan,Nan,Nan
15,35,45,Nan,Nan,Nan,Nan,Nan
17,29,47,Nan,Nan,Nan,Nan,Nan
7,15,49,Nan,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
6,14,44,49,Nan,Nan,Nan,Nan
4,22,Nan,Nan,Nan,Nan,Nan,Nan
33,38,43,Nan,Nan,Nan,Nan,Nan
32,42,Nan,Nan,Nan,Nan,Nan,Nan
20,28,Nan,Nan,Nan,Nan,Nan,Nan
9,16,18,31,36,42,Nan,Nan
1,18,27,39,40,Nan,Nan,Nan
16,33,42,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
31,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,22,29,Nan,Nan,Nan,Nan,Nan
4,9,40,Nan,Nan,Nan,Nan,Nan
4,22,Nan,Nan,Nan,Nan,Nan,Nan
25,48,Nan,Nan,Nan,Nan,Nan,Nan
17,19,25,29,38,Nan,Nan,Nan
0,8,Nan,Nan,Nan,Nan,Nan,Nan
22,24,Nan,Nan,Nan,Nan,Nan,Nan
5,13,49,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
22,Nan,Nan,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
3,20,27,28,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
7,21,28,Nan,Nan,Nan,Nan,Nan
18,35,43,Nan,Nan,Nan,Nan,Nan
4,25,48,Nan,Nan,Nan,Nan,Nan
16,38,Nan,Nan,Nan,Nan,Nan,Nan
14,24,29,Nan,Nan,Nan,Nan,Nan
0,4,13,Nan,Nan,Nan,Nan,Nan
32,34,36,Nan,Nan,Nan,Nan,Nan
1,13,25,29,Nan,Nan,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
17,47,Nan,Nan,Nan,Nan,Nan,Nan
1,4,14,15,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
1,11,40,Nan,Nan,Nan,Nan,Nan
32,Nan,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
4,16,23,Nan,Nan,Nan,Nan,Nan
4,7,14,18,20,31,Nan,Nan
5,28,29,35,Nan,Nan,Nan,Nan
9,18,26,Nan,Nan,Nan,Nan,Nan
13,15,29,36,45,Nan,Nan,Nan
22,24,Nan,Nan,Nan,Nan,Nan,Nan
1,25,Nan,Nan,Nan,Nan,Nan,Nan
9,14,44,Nan,Nan,Nan,Nan,Nan
9,16,32,34,45,Nan,Nan,Nan
25,36,Nan,Nan,Nan,Nan,Nan,Nan
1,13,18,25,Nan,Nan,Nan,Nan
11,48,Nan,Nan,Nan,Nan,Nan,Nan
26,29,31,Nan,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
1,27,41,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
1,19,37,39,Nan,Nan,Nan,Nan
40,49,Nan,Nan,Nan,Nan,Nan,Nan
1,7,19,Nan,Nan,Nan,Nan,Nan
4,23,31,32,Nan,Nan,Nan,Nan
10,18,28,36,37,Nan,Nan,Nan
2,21,34,Nan,Nan,Nan,Nan,Nan
18,25,46,Nan,Nan,Nan,Nan,Nan
4,8,31,Nan,Nan,Nan,Nan,Nan
23,30,34,Nan,Nan,Nan,Nan,Nan
5,8,10,43,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
0,2,45,46,Nan,Nan,Nan,Nan
5,22,36,Nan,Nan,Nan,Nan,Nan
3,14,18,32,35,Nan,Nan,Nan
29,42,Nan,Nan,Nan,Nan,Nan,Nan
1,19,32,Nan,Nan,Nan,Nan,Nan
5,9,14,24,43,44,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
9,30,32,49,Nan,Nan,Nan,Nan
4,14,22,34,Nan,Nan,Nan,Nan
3,4,9,Nan,Nan,Nan,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
8,14,16,32,33,Nan,Nan,Nan
31,Nan,Nan,Nan,Nan,Nan,Nan,Nan
5,11,15,20,22,23,38,Nan
3,18,35,36,41,Nan,Nan,Nan
6,15,21,25,45,Nan,Nan,Nan
6,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2,5,23,Nan,Nan,Nan,Nan,Nan
14,17,Nan,Nan,Nan,Nan,Nan,Nan
8,19,44,Nan,Nan,Nan,Nan,Nan
12,14,Nan,Nan,Nan,Nan,Nan,Nan
13,17,29,31,32,47,Nan,Nan
1,19,39,43,Nan,Nan,Nan,Nan
6,14,18,25,38,Nan,Nan,Nan
7,13,15,17,22,28,49,Nan
0,2,46,Nan,Nan,Nan,Nan,Nan
9,20,34,37,Nan,Nan,Nan,Nan
5,19,24,26,38,Nan,Nan,Nan
14,33,48,Nan,Nan,Nan,Nan,Nan
26,29,31,43,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
6,40,45,49,Nan,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
12,26,31,32,33,39,Nan,Nan
1,3,5,9,19,30,38,42
2,29,35,42,Nan,Nan,Nan,Nan
27,29,32,Nan,Nan,Nan,Nan,Nan
20,44,Nan,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
16,33,35,42,Nan,Nan,Nan,Nan
26,Nan,Nan,Nan,Nan,Nan,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
23,35,37,Nan,Nan,Nan,Nan,Nan
17,29,44,47,Nan,Nan,Nan,Nan
3,18,26,35,Nan,Nan,Nan,Nan
19,27,28,Nan,Nan,Nan,Nan,Nan
24,Nan,Nan,Nan,Nan,Nan,Nan,Nan
1,19,48,Nan,Nan,Nan,Nan,Nan
7,14,44,Nan,Nan,Nan,Nan,Nan
6,15,26,47,Nan,Nan,Nan,Nan
14,44,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
5,17,24,28,46,Nan,Nan,Nan
1,3,18,20,26,32,47,Nan
4,12,17,Nan,Nan,Nan,Nan,Nan
23,24,40,41,43,Nan,Nan,Nan
5,22,Nan,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
4,9,34,Nan,Nan,Nan,Nan,Nan
12,31,36,Nan,Nan,Nan,Nan,Nan
4,17,33,35,45,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
24,39,Nan,Nan,Nan,Nan,Nan,Nan
4,5,25,Nan,Nan,Nan,Nan,Nan
2,13,25,28,33,42,Nan,Nan
33,42,Nan,Nan,Nan,Nan,Nan,Nan
3,5,20,28,32,Nan,Nan,Nan
6,9,11,Nan,Nan,Nan,Nan,Nan
9,19,35,Nan,Nan,Nan,Nan,Nan
29,42,46,Nan,Nan,Nan,Nan,Nan
16,31,32,33,Nan,Nan,Nan,Nan
1,14,19,27,44,Nan,Nan,Nan
7,40,47,Nan,Nan,Nan,Nan,Nan
7,11,37,45,Nan,Nan,Nan,Nan
13,26,Nan,Nan,Nan,Nan,Nan,Nan
4,8,9,Nan,Nan,Nan,Nan,Nan
0,1,11,20,27,39,Nan,Nan
17,26,46,Nan,Nan,Nan,Nan,Nan
5,9,14,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
33,48,Nan,Nan,Nan,Nan,Nan,Nan
3,5,21,Nan,Nan,Nan,Nan,Nan
12,31,36,48,Nan,Nan,Nan,Nan
9,Nan,Nan,Nan,Nan,Nan,Nan,Nan
12,16,32,36,45,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
17,22,33,42,Nan,Nan,Nan,Nan
4,9,42,49,Nan,Nan,Nan,Nan
2,17,29,47,Nan,Nan,Nan,Nan
12,49,Nan,Nan,Nan,Nan,Nan,Nan
4,16,24,37,47,Nan,Nan,Nan
3,6,18,20,35,Nan,Nan,Nan
3,16,21,42,49,Nan,Nan,Nan
4,9,Nan,Nan,Nan,Nan,Nan,Nan
27,28,Nan,Nan,Nan,Nan,Nan,Nan
3,18,35,Nan,Nan,Nan,Nan,Nan
10,Nan,Nan,Nan,Nan,Nan,Nan,Nan
7,14,33,41,Nan,Nan,Nan,Nan
0,2,31,46,Nan,Nan,Nan,Nan
23,24,35,40,41,43,Nan,Nan
16,32,45,Nan,Nan,Nan,Nan,Nan
4,8,9,31,40,46,Nan,Nan
0,14,18,44,Nan,Nan,Nan,Nan
10,24,31,Nan,Nan,Nan,Nan,Nan
11,14,32,44,Nan,Nan,Nan,Nan
33,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2,17,26,Nan,Nan,Nan,Nan,Nan
11,29,43,45,Nan,Nan,Nan,Nan
1,7,11,24,35,Nan,Nan,Nan
4,17,26,29,47,Nan,Nan,Nan
23,24,40,41,Nan,Nan,Nan,Nan
21,22,43,44,47,Nan,Nan,Nan
0,4,9,39,Nan,Nan,Nan,Nan
